,placename,placeaddress,placephone,placeinfo,placeintro,openhour,placeimg
39,필라마인드 마포공덕점필라테스,서울 마포구 도화길 32 지하1층 101호,0507-1432-9682,"주차, 예약, 무선 인터넷, 남/녀 화장실 구분, 제로페이",,,"https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210312_201%2F1615514901372RTlji_JPEG%2FtXwRJOlrs5oFWcPQ2VQV5ti4.JPG.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210312_289%2F1615514900174SvNpx_JPEG%2FQ1XkoHWOsgiit6hebTEX0_gJ.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210315_118%2F1615795775864cNBGf_JPEG%2FNIQlOeVGF-Gen8M--DlyPQyW.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210315_56%2F1615795775632BCgD1_JPEG%2FeQCUk0RNLkIFACi3o4ZnY02j.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210312_180%2F16155149002697zqqL_JPEG%2Fpx-2rVIhLGup7Nn3jZ3lKfDX.jpg"
40,인필라테스필라테스,서울 마포구 월드컵북로 206 2층,0507-1355-0630,"예약, 무선 인터넷, 남/녀 화장실 구분, 지역화폐(지류형), 지역화폐(카드형), 지역화폐(모바일형)",,,"https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190507_104%2F15572279996338L0w3_JPEG%2FZ59uQIM5fUUrnDfjHqxY2iHY.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190507_140%2F1557227999598nbXe2_JPEG%2F4hfiVwTlW4zlHSYN-yHYGAmD.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190507_18%2F1557227999625IDYTd_JPEG%2FohX1lRnNirVa0vYvj57uIuzX.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190507_293%2F155722799967297mUN_JPEG%2FrcXaxK_UpLnyLjapcz6w7KB0.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190507_292%2F1557227999577d12Pj_JPEG%2FYJvKY_nvVd-3pLvTzcEL2vQM.jpg"
41,머슬케어필라테스 공덕프리미엄점필라테스,서울 마포구 마포대로7길 11,02-717-9675,,"안녕하세요:)공덕프리미엄점 머슬케어 필라테스 입니다.공덕프리미엄점만의 새로운 스페셜 프로그램으로 만나보세요!카카오톡,카카오플러스친구 - piladong 입니다 궁금하신점 문의해주세요:)머슬케어필라테스 공덕프리미엄점은 직영점으로 운영되며, 트레이닝의 최적화된 프록그램을 도입하려고 합니다.<미국 선수트레이닝 프로그램도입>√ Breath Training 폐렴, 천식 호흡기 질환, 심폐지구력, 폐기능 향상 트레이닝√ Compex Ems 파워, 운동후 빠른 피로회복, 기능향상 트레이닝√ Gait pattern Training 보행패턴 수정으로 인한 척추 및 골반 기능부전 향상√ Core System 코어시스템 4가지 트레이닝! 이제 트레이닝은 시스템입니다. 운동은 과학입니다. √ Anatomical Training 해부학적 기반에 의한 트레이닝정말 제대로된 필라테스를 만나 보실수 있습니다. 약속합니다. 수업이 마음에 안들면 환불해 드립니다사전오픈행사!! 개인레슨 선착순 20명 할인",,"https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191115_53%2F1573795437510Kec9z_JPEG%2Fye3kD5EcfglBtPuPU6M3prNV.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191115_60%2F1573795437033Pd8Yc_JPEG%2Fi6t872B7tGM7wSC7QIyMt3Yw.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191115_217%2F1573795436471j1pnj_JPEG%2F601_QxY3CFCSfoSxUF0pRCVR.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191115_191%2F1573795436829PUD2X_JPEG%2Fg3gzpM3_KXv9qfE6pw-C8j7P.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191115_180%2F1573795435928mSRsA_JPEG%2FbvtoXQRfaz08UqRkzKEbpfjf.jpg"
42,여우공간필라테스 망원점필라테스,서울 마포구 월드컵로 111 302호 망원우체국 건물 3층 여우공간필라테스 망원점,0507-1310-5376,"주차, 방문접수/출장, 예약, 무선 인터넷, 남/녀 화장실 구분",,,"https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180611_297%2F1528693277342WnJE0_JPEG%2Fjgrukaix_OdXFmp9GPE5ROL8.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180611_168%2F152869327715009Jjk_JPEG%2FspvMR9ZXfFaS3EeCWVFqHkXV.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180611_45%2F15286932769434Ph7X_JPEG%2FSzDJrn6g45zyQQ35eZDqr1EV.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180611_156%2F1528693276979CBj6s_JPEG%2FbVgJWiUKYOO7qLLnmtvmLs4P.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180611_43%2F1528693277000isnTV_JPEG%2F6liIX9uZnrMKT6SoBQd95MNg.jpg"
43,에스바디워크필라테스 망원점필라테스,서울 마포구 월드컵로 74 원천빌딩 지하1층,0507-1311-9609,"주차, 무선 인터넷, 남/녀 화장실 구분, 지역화폐(카드형)",,,"l(https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20200103_94%2F1578025479989NLRPG_JPEG%2Ff181a10c-2de0-11ea-a200-505dac8c35ff_03.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200522_40%2F1590154271209xgQd3_PNG%2FiU5Y2m2WTTHGSqI67Met83-S.png, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200522_83%2F1590154280146efrEE_PNG%2Fe6FSb_K3lDAQvOPtyHTq9hD2.png, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210818_223%2F16292548660402Rgzq_JPEG%2FsV7Di6eaNTBdEyGQED7lm3Wy.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210818_129%2F162925486600651KV7_JPEG%2F46X7TUlc-eOtV_omqs1oMr4b.jpg"
44,클라 필라테스 본점필라테스,서울 마포구 중동 362 3층,010-9162-0362,"주차, 예약, 무선 인터넷, 반려동물 동반",,,"https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200508_60%2F1588948638281gmEsP_JPEG%2FKakaoTalk_20200508_233637880_02.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210326_126%2F16167544996813joI3_JPEG%2FNLLYN_KEOxEo_BOPbx_pU-1g.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200606_217%2F1591451230207Gfzum_JPEG%2FKakaoTalk_20200606_222652607.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200606_100%2F15914512550142n8Gw_JPEG%2F%25BE%25C8%25B3%25BB%25C7%25A5.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201110_286%2F1605010378660cQ1re_JPEG%2F716gKOaEFdKWxCy9pITyH-z3.jpg"
45,스튜디오에이 공덕점필라테스,서울 마포구 백범로 199 메트로디오빌 B102호,0507-1393-1502,"주차, 예약, 무선 인터넷, 남/녀 화장실 구분",,,"https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200122_217%2F1579699821285KAJiJ_JPEG%2FBKZn586L401sOVIVKWLc8lBM.JPG.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200122_37%2F1579699821388vQ2gf_JPEG%2FG2PoFcjCaGhXmdgcVkkWL5TT.JPG.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200122_130%2F1579699820953v3vyS_JPEG%2FvU4Oa_q8r8uQLxvoQXvzzfyY.JPG.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200122_60%2F1579699821622qBj2A_JPEG%2F3nRUODHtW2jXgx2xjOg2P6Ey.JPG.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200122_267%2F1579699820592JgKJF_JPEG%2FZx47k5-TJTcXQlW_urmnBtWG.JPG.jpg"
46,여우공간 필라테스 신촌점필라테스,서울 마포구 백범로 13,0507-1312-8086,"주차, 예약, 무선 인터넷, 남/녀 화장실 구분",,,"https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200617_226%2F1592381448053vu0Yz_JPEG%2F%25BF%25A9%25BF%25EC%25B0%25F8%25B0%25A3_%25B7%25CE%25B0%25ED.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190221_10%2F1550720222886Bd9ji_JPEG%2FadlAFb9EVw8tbHOXlMA5ViTU.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190221_217%2F1550720231019A8q6E_JPEG%2FlfOwk7GPouh369OVJY10BAL4.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190221_9%2F1550720238290HY3bS_JPEG%2FIeXsrIp1eLGaZ4H2n915krX0.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190221_177%2F1550720242344KQvLI_JPEG%2Fp4aL-PTU_P2FIQQeNlg5M0nU.jpg"
47,바시필라테스 공덕점필라테스,서울 마포구 새창로 11 공덕빌딩 7층,0507-1398-7278,"주차, 예약, 지역화폐(카드형), 제로페이",,,"https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210106_208%2F16099200237466TtgE_JPEG%2FfBMSs83nCSnWmaL2ePSa-h-E.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201231_231%2F1609389724747Ou7pY_JPEG%2FRKnfCQjUO4QrN1BSGa1rUC7o.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201231_163%2F1609389693269FAqhQ_JPEG%2FpoTmIlLr99tqVhJanojQ_YKQ.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201231_79%2F1609389821091zDC6t_JPEG%2F7mE94ySak4UV9paJJUYZgGkF.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201231_28%2F1609389826185Mr5Bq_JPEG%2FfU8tu0V_9IlOtdLkopDPrjWn.jpg"
48,W필라테스스튜디오필라테스,서울 마포구 월드컵북로54길 17 사보이시티DMC B1,0507-1305-5628,"주차, 예약, 무선 인터넷, 남/녀 화장실 구분, 지역화폐(모바일형), 제로페이",,,"https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210617_32%2F1623914507206xnXtJ_JPEG%2FzJuEv3o7_jDdl8otUWFJ78a4.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210319_160%2F1616146721699n6hSv_JPEG%2FFjHde0xF1kmNc7RdwkmEeWZ8.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210319_9%2F1616151107533FyreI_JPEG%2FdW4MELkaxcjhbzsk5AGGmDNe.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200923_81%2F1600854340257aoKNM_JPEG%2FEGBIBDET_sH-w4NOFJ-ggdnd.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200923_252%2F1600834486917qQbJI_JPEG%2FF6esH5wHnWK5opIPa0nIqxru.jpg"
49,메디본필라테스,서울 마포구 동교로 171 아람빌딩 2F,02-332-7554,주차,,,"https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210401_287%2F16172677309487aENc_JPEG%2FPoz72R0hJqi08zJhYlhdPQtU.JPG.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210401_107%2F16172677381023BqFl_JPEG%2F7EQQn6K-xHQR5ugWwmL4QejQ.JPG.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210401_118%2F1617267676236efqaX_JPEG%2FvywPu2jxZrV96sRvR7Jp8Anz.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210401_8%2F1617267698725lSmMN_JPEG%2FxY3sy8kU7Pbb8CPTJ0ES0_D0.JPG.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210401_5%2F1617267709339NPXQq_JPEG%2FKtt-OTZGJNDM2qtg7v--licD.JPG.jpg"
50,굿바디 필라테스필라테스,서울 마포구 월드컵로 149 육전국밥 건물 2층,0507-1392-0016,,,,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190516_159%2F155796481954857qGg_JPEG%2Fpb2pK4VbuOgWenvzNPBok0HR.jpg
51,프라우드바디 필라테스 & 자이로토닉 광흥창점필라테스,서울 마포구 서강로 69 3층,02-703-0405,"주차, 예약, 무선 인터넷, 남/녀 화장실 구분, 지역화폐(지류형), 지역화폐(카드형), 지역화폐(모바일형), 제로페이","***프라우드바디 & 홀무브먼트 프리미엄 운동 스튜디오***필라테스 / 자이로토닉 / 4:1기구필라테스 / 프리미엄H.X 1. 프라우드바디 스튜디오 / 광흥창 본관 - 기구필라테스 및 자이로토닉(1:1, 2:1레슨), 자이로키네시스- 최고급 기구, 스페셜머신 보유2. 프라우드바디 홀무브먼트 / 신촌숲 신관- 기구필라테스 / 4:1 소그룹 필라테스, 발란스드바디 프리미엄 기구 보유 - 자이로키네시스 / 원장 직강, 무용수를 위한 요가로 불리우는 자이로 운동을 통해 척추를 건강하게!- 요가 / 인사이드플로우, 빈야사, 하타, 아쉬탕가, 힐링, 밸런스, 웨이트 등 다양한 수련방법을 통해 심신 수련- 필라테스 / 매월 새로운 컨셉의 매트필라테스, 최고급 소도구 보유- 성인취미발레와 발레핏 / 근력과 라인을 잡아주는 최고의 운동- 줌바댄스 / 신나는 라틴비트에 맞춰 다양한 스텝도 배우고 다이어트도 하는 광란의 댄스타임- 다이어트 케이팝댄스 / 핫한 케이팝 음악에 맞춰 포인트안무를 배우며 다이어트 운동!마포 광흥창에서 필라테스와 자이로토닉 같은 전문 운동을 배우고 싶으신 분들줌바, 요가, 발레, 댄스 등 프리미엄 그룹운동을 즐기고 싶으시다면 최고급 기구와 환경, 최강의 강사진과 함께 목표를 달성해 보세요.건강을 위한 움직임의 질적인 개선과 몸선을 아름답게 만들어주는 프라우드바디 스튜디오입니다.---마포필라테스 / 광흥창필라테스 / 광흥창자이로토닉 / 마포자이로토닉 / 광흥창역필라테스서강대필라테스 / 서강대자이로토닉 / 상수필라테스 / 대흥필라테스",,"https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201013_51%2F16025597814860LiUk_JPEG%2F-PqmeumxN9l6gZQW3TT9q7v5.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201013_65%2F1602559841798UueX2_JPEG%2FpTzw3vE-6O-87e3Rtj1S0aEx.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201013_89%2F1602559781489X0YfR_JPEG%2FGPLNljBDLh_JoVomm7u0V3Ly.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191205_291%2F1575516479339oH6XO_JPEG%2FGGEZ03HxQfSC1L6m3BGS496G.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190519_191%2F1558270256707JfVwf_JPEG%2FNvQ2l1Y3sXC2q0voD8JlxFXI.jpg"
52,이브필라테스 서강대점필라테스,서울 마포구 대흥로 83 신동빌딩 6층,0507-1412-6663,"무선 인터넷, 남/녀 화장실 구분, 지역화폐(모바일형), 제로페이",,,"https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210505_228%2F1620180777388rq8bQ_JPEG%2FN3IB1x9OVE1Uw8J9n0BpRN9F.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210603_118%2F1622683962924javzq_JPEG%2FDh3omf3EFr-4iiebNqADQukQ.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210603_79%2F1622683907694gjT1Q_JPEG%2F0OGo5_ba6yf93TWYtHlkDpqb.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200603_225%2F1591153988166yOsf9_JPEG%2FKakaoTalk_20200529_143000704_15.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210603_41%2F1622683923230yC4Oj_JPEG%2FuYj8edKy7emTfMpfGFx7klfP.jpg"
53,필라테스원필라테스,서울 마포구 대흥로24길 24 마포프레스티지자이 상가 A동 B1층 301호,0507-1353-5743,"주차, 무선 인터넷, 남/녀 화장실 구분",,,"https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210516_300%2F1621171381475ztrlG_JPEG%2F0uBeL_ybaJmVz2x9EMjlsuun.jpeg.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210516_74%2F16211714112386u9xY_JPEG%2FlkYJXuSuShBzarfPz91H0Lqf.jpeg.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210516_176%2F1621171431173IJait_JPEG%2FxeJKkFfGXX_y0LKHn4gl1dct.jpeg.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210516_150%2F1621171458336ebpsK_JPEG%2FFfaeOjSQ_KsuzzATYrJ1j7xW.jpeg.jpg, https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210516_223%2F162117148863204Et5_JPEG%2FS7sPoiqccG_GEDROcsy-Jpm3.jpeg.jpg"
